image_id,image_patch,mask_patch,label
015,patches\real\015_223.png,patches\mask\015_223.png,0
015,patches\real\015_224.png,patches\mask\015_224.png,0
015,patches\real\015_225.png,patches\mask\015_225.png,0
015,patches\real\015_226.png,patches\mask\015_226.png,0
015,patches\real\015_227.png,patches\mask\015_227.png,0
015,patches\real\015_228.png,patches\mask\015_228.png,0
015,patches\real\015_229.png,patches\mask\015_229.png,0
015,patches\real\015_230.png,patches\mask\015_230.png,0
015,patches\real\015_231.png,patches\mask\015_231.png,0
015,patches\real\015_232.png,patches\mask\015_232.png,0
015,patches\real\015_233.png,patches\mask\015_233.png,0
015,patches\real\015_234.png,patches\mask\015_234.png,0
015,patches\real\015_235.png,patches\mask\015_235.png,0
015,patches\real\015_236.png,patches\mask\015_236.png,0
015,patches\real\015_237.png,patches\mask\015_237.png,0
015,patches\real\015_238.png,patches\mask\015_238.png,0
015,patches\real\015_239.png,patches\mask\015_239.png,0
015,patches\real\015_240.png,patches\mask\015_240.png,0
015,patches\real\015_241.png,patches\mask\015_241.png,0
015,patches\real\015_242.png,patches\mask\015_242.png,0
015,patches\real\015_243.png,patches\mask\015_243.png,0
015,patches\real\015_244.png,patches\mask\015_244.png,0
015,patches\real\015_245.png,patches\mask\015_245.png,0
015,patches\real\015_246.png,patches\mask\015_246.png,0
015,patches\real\015_247.png,patches\mask\015_247.png,0
015,patches\real\015_248.png,patches\mask\015_248.png,0
015,patches\real\015_249.png,patches\mask\015_249.png,0
015,patches\real\015_250.png,patches\mask\015_250.png,0
015,patches\real\015_251.png,patches\mask\015_251.png,0
015,patches\real\015_252.png,patches\mask\015_252.png,0
015,patches\real\015_253.png,patches\mask\015_253.png,0
015,patches\real\015_254.png,patches\mask\015_254.png,0
015,patches\real\015_255.png,patches\mask\015_255.png,0
016,patches\real\016_000.png,patches\mask\016_000.png,0
016,patches\real\016_001.png,patches\mask\016_001.png,0
016,patches\real\016_002.png,patches\mask\016_002.png,0
016,patches\real\016_003.png,patches\mask\016_003.png,0
016,patches\real\016_004.png,patches\mask\016_004.png,0
016,patches\real\016_005.png,patches\mask\016_005.png,0
016,patches\real\016_006.png,patches\mask\016_006.png,0
016,patches\real\016_007.png,patches\mask\016_007.png,0
016,patches\real\016_008.png,patches\mask\016_008.png,0
016,patches\real\016_009.png,patches\mask\016_009.png,0
016,patches\real\016_010.png,patches\mask\016_010.png,0
016,patches\real\016_011.png,patches\mask\016_011.png,0
016,patches\real\016_012.png,patches\mask\016_012.png,0
016,patches\real\016_013.png,patches\mask\016_013.png,0
016,patches\real\016_014.png,patches\mask\016_014.png,0
016,patches\real\016_015.png,patches\mask\016_015.png,0
016,patches\real\016_016.png,patches\mask\016_016.png,0
016,patches\real\016_017.png,patches\mask\016_017.png,0
016,patches\real\016_018.png,patches\mask\016_018.png,0
016,patches\real\016_019.png,patches\mask\016_019.png,0
016,patches\real\016_020.png,patches\mask\016_020.png,0
016,patches\real\016_021.png,patches\mask\016_021.png,0
016,patches\real\016_022.png,patches\mask\016_022.png,0
016,patches\real\016_023.png,patches\mask\016_023.png,0
016,patches\real\016_024.png,patches\mask\016_024.png,0
016,patches\real\016_025.png,patches\mask\016_025.png,0
016,patches\real\016_026.png,patches\mask\016_026.png,0
016,patches\real\016_027.png,patches\mask\016_027.png,0
016,patches\real\016_028.png,patches\mask\016_028.png,0
016,patches\real\016_029.png,patches\mask\016_029.png,0
016,patches\real\016_030.png,patches\mask\016_030.png,0
016,patches\real\016_031.png,patches\mask\016_031.png,0
016,patches\real\016_032.png,patches\mask\016_032.png,0
016,patches\real\016_033.png,patches\mask\016_033.png,0
016,patches\real\016_034.png,patches\mask\016_034.png,0
016,patches\real\016_035.png,patches\mask\016_035.png,0
016,patches\real\016_036.png,patches\mask\016_036.png,0
016,patches\real\016_037.png,patches\mask\016_037.png,0
016,patches\real\016_038.png,patches\mask\016_038.png,0
016,patches\real\016_039.png,patches\mask\016_039.png,0
016,patches\real\016_040.png,patches\mask\016_040.png,0
016,patches\real\016_041.png,patches\mask\016_041.png,0
016,patches\real\016_042.png,patches\mask\016_042.png,0
016,patches\real\016_043.png,patches\mask\016_043.png,0
016,patches\real\016_044.png,patches\mask\016_044.png,0
016,patches\real\016_045.png,patches\mask\016_045.png,0
016,patches\real\016_046.png,patches\mask\016_046.png,0
016,patches\real\016_047.png,patches\mask\016_047.png,0
016,patches\real\016_048.png,patches\mask\016_048.png,0
016,patches\real\016_049.png,patches\mask\016_049.png,0
016,patches\real\016_050.png,patches\mask\016_050.png,0
016,patches\real\016_051.png,patches\mask\016_051.png,0
016,patches\real\016_052.png,patches\mask\016_052.png,0
016,patches\real\016_053.png,patches\mask\016_053.png,0
016,patches\real\016_054.png,patches\mask\016_054.png,0
016,patches\real\016_055.png,patches\mask\016_055.png,0
016,patches\real\016_056.png,patches\mask\016_056.png,0
016,patches\real\016_057.png,patches\mask\016_057.png,1
016,patches\real\016_058.png,patches\mask\016_058.png,0
016,patches\real\016_059.png,patches\mask\016_059.png,0
016,patches\real\016_060.png,patches\mask\016_060.png,0
016,patches\real\016_061.png,patches\mask\016_061.png,0
016,patches\real\016_062.png,patches\mask\016_062.png,0
016,patches\real\016_063.png,patches\mask\016_063.png,0
016,patches\real\016_064.png,patches\mask\016_064.png,0
016,patches\real\016_065.png,patches\mask\016_065.png,0
016,patches\real\016_066.png,patches\mask\016_066.png,0
016,patches\real\016_067.png,patches\mask\016_067.png,0
016,patches\real\016_068.png,patches\mask\016_068.png,0
016,patches\real\016_069.png,patches\mask\016_069.png,0
016,patches\real\016_070.png,patches\mask\016_070.png,0
016,patches\real\016_071.png,patches\mask\016_071.png,0
016,patches\real\016_072.png,patches\mask\016_072.png,1
016,patches\real\016_073.png,patches\mask\016_073.png,1
016,patches\real\016_074.png,patches\mask\016_074.png,0
016,patches\real\016_075.png,patches\mask\016_075.png,0
016,patches\real\016_076.png,patches\mask\016_076.png,0
016,patches\real\016_077.png,patches\mask\016_077.png,0
016,patches\real\016_078.png,patches\mask\016_078.png,0
016,patches\real\016_079.png,patches\mask\016_079.png,0
016,patches\real\016_080.png,patches\mask\016_080.png,0
016,patches\real\016_081.png,patches\mask\016_081.png,0
016,patches\real\016_082.png,patches\mask\016_082.png,0
016,patches\real\016_083.png,patches\mask\016_083.png,0
016,patches\real\016_084.png,patches\mask\016_084.png,0
016,patches\real\016_085.png,patches\mask\016_085.png,0
016,patches\real\016_086.png,patches\mask\016_086.png,0
016,patches\real\016_087.png,patches\mask\016_087.png,1
016,patches\real\016_088.png,patches\mask\016_088.png,1
016,patches\real\016_089.png,patches\mask\016_089.png,1
016,patches\real\016_090.png,patches\mask\016_090.png,0
016,patches\real\016_091.png,patches\mask\016_091.png,0
016,patches\real\016_092.png,patches\mask\016_092.png,0
016,patches\real\016_093.png,patches\mask\016_093.png,0
016,patches\real\016_094.png,patches\mask\016_094.png,0
016,patches\real\016_095.png,patches\mask\016_095.png,0
016,patches\real\016_096.png,patches\mask\016_096.png,0
016,patches\real\016_097.png,patches\mask\016_097.png,0
016,patches\real\016_098.png,patches\mask\016_098.png,0
016,patches\real\016_099.png,patches\mask\016_099.png,0
016,patches\real\016_100.png,patches\mask\016_100.png,0
016,patches\real\016_101.png,patches\mask\016_101.png,0
016,patches\real\016_102.png,patches\mask\016_102.png,1
016,patches\real\016_103.png,patches\mask\016_103.png,1
016,patches\real\016_104.png,patches\mask\016_104.png,1
016,patches\real\016_105.png,patches\mask\016_105.png,1
016,patches\real\016_106.png,patches\mask\016_106.png,0
016,patches\real\016_107.png,patches\mask\016_107.png,0
016,patches\real\016_108.png,patches\mask\016_108.png,0
016,patches\real\016_109.png,patches\mask\016_109.png,0
016,patches\real\016_110.png,patches\mask\016_110.png,0
016,patches\real\016_111.png,patches\mask\016_111.png,0
016,patches\real\016_112.png,patches\mask\016_112.png,0
016,patches\real\016_113.png,patches\mask\016_113.png,0
016,patches\real\016_114.png,patches\mask\016_114.png,0
016,patches\real\016_115.png,patches\mask\016_115.png,0
016,patches\real\016_116.png,patches\mask\016_116.png,0
016,patches\real\016_117.png,patches\mask\016_117.png,1
016,patches\real\016_118.png,patches\mask\016_118.png,1
016,patches\real\016_119.png,patches\mask\016_119.png,1
016,patches\real\016_120.png,patches\mask\016_120.png,1
016,patches\real\016_121.png,patches\mask\016_121.png,1
016,patches\real\016_122.png,patches\mask\016_122.png,1
016,patches\real\016_123.png,patches\mask\016_123.png,0
016,patches\real\016_124.png,patches\mask\016_124.png,0
016,patches\real\016_125.png,patches\mask\016_125.png,0
016,patches\real\016_126.png,patches\mask\016_126.png,0
016,patches\real\016_127.png,patches\mask\016_127.png,0
016,patches\real\016_128.png,patches\mask\016_128.png,0
016,patches\real\016_129.png,patches\mask\016_129.png,1
016,patches\real\016_130.png,patches\mask\016_130.png,1
016,patches\real\016_131.png,patches\mask\016_131.png,1
016,patches\real\016_132.png,patches\mask\016_132.png,1
016,patches\real\016_133.png,patches\mask\016_133.png,1
016,patches\real\016_134.png,patches\mask\016_134.png,1
016,patches\real\016_135.png,patches\mask\016_135.png,1
016,patches\real\016_136.png,patches\mask\016_136.png,1
016,patches\real\016_137.png,patches\mask\016_137.png,1
016,patches\real\016_138.png,patches\mask\016_138.png,0
016,patches\real\016_139.png,patches\mask\016_139.png,0
016,patches\real\016_140.png,patches\mask\016_140.png,0
016,patches\real\016_141.png,patches\mask\016_141.png,0
016,patches\real\016_142.png,patches\mask\016_142.png,0
016,patches\real\016_143.png,patches\mask\016_143.png,0
016,patches\real\016_144.png,patches\mask\016_144.png,1
016,patches\real\016_145.png,patches\mask\016_145.png,1
016,patches\real\016_146.png,patches\mask\016_146.png,1
016,patches\real\016_147.png,patches\mask\016_147.png,1
016,patches\real\016_148.png,patches\mask\016_148.png,1
016,patches\real\016_149.png,patches\mask\016_149.png,1
016,patches\real\016_150.png,patches\mask\016_150.png,1
016,patches\real\016_151.png,patches\mask\016_151.png,1
016,patches\real\016_152.png,patches\mask\016_152.png,1
016,patches\real\016_153.png,patches\mask\016_153.png,1
016,patches\real\016_154.png,patches\mask\016_154.png,0
016,patches\real\016_155.png,patches\mask\016_155.png,0
016,patches\real\016_156.png,patches\mask\016_156.png,0
016,patches\real\016_157.png,patches\mask\016_157.png,0
016,patches\real\016_158.png,patches\mask\016_158.png,0
016,patches\real\016_159.png,patches\mask\016_159.png,0
016,patches\real\016_160.png,patches\mask\016_160.png,1
016,patches\real\016_161.png,patches\mask\016_161.png,1
016,patches\real\016_162.png,patches\mask\016_162.png,1
016,patches\real\016_163.png,patches\mask\016_163.png,1
016,patches\real\016_164.png,patches\mask\016_164.png,1
016,patches\real\016_165.png,patches\mask\016_165.png,1
016,patches\real\016_166.png,patches\mask\016_166.png,1
016,patches\real\016_167.png,patches\mask\016_167.png,1
016,patches\real\016_168.png,patches\mask\016_168.png,1
016,patches\real\016_169.png,patches\mask\016_169.png,1
016,patches\real\016_170.png,patches\mask\016_170.png,0
016,patches\real\016_171.png,patches\mask\016_171.png,0
016,patches\real\016_172.png,patches\mask\016_172.png,0
016,patches\real\016_173.png,patches\mask\016_173.png,0
016,patches\real\016_174.png,patches\mask\016_174.png,0
016,patches\real\016_175.png,patches\mask\016_175.png,0
016,patches\real\016_176.png,patches\mask\016_176.png,1
016,patches\real\016_177.png,patches\mask\016_177.png,1
016,patches\real\016_178.png,patches\mask\016_178.png,1
016,patches\real\016_179.png,patches\mask\016_179.png,1
016,patches\real\016_180.png,patches\mask\016_180.png,1
016,patches\real\016_181.png,patches\mask\016_181.png,0
016,patches\real\016_182.png,patches\mask\016_182.png,0
016,patches\real\016_183.png,patches\mask\016_183.png,0
016,patches\real\016_184.png,patches\mask\016_184.png,1
016,patches\real\016_185.png,patches\mask\016_185.png,0
016,patches\real\016_186.png,patches\mask\016_186.png,0
016,patches\real\016_187.png,patches\mask\016_187.png,0
016,patches\real\016_188.png,patches\mask\016_188.png,0
016,patches\real\016_189.png,patches\mask\016_189.png,0
016,patches\real\016_190.png,patches\mask\016_190.png,0
016,patches\real\016_191.png,patches\mask\016_191.png,0
016,patches\real\016_192.png,patches\mask\016_192.png,1
016,patches\real\016_193.png,patches\mask\016_193.png,1
016,patches\real\016_194.png,patches\mask\016_194.png,1
016,patches\real\016_195.png,patches\mask\016_195.png,0
016,patches\real\016_196.png,patches\mask\016_196.png,0
016,patches\real\016_197.png,patches\mask\016_197.png,0
016,patches\real\016_198.png,patches\mask\016_198.png,0
016,patches\real\016_199.png,patches\mask\016_199.png,0
016,patches\real\016_200.png,patches\mask\016_200.png,0
016,patches\real\016_201.png,patches\mask\016_201.png,0
016,patches\real\016_202.png,patches\mask\016_202.png,0
016,patches\real\016_203.png,patches\mask\016_203.png,0
016,patches\real\016_204.png,patches\mask\016_204.png,0
016,patches\real\016_205.png,patches\mask\016_205.png,0
016,patches\real\016_206.png,patches\mask\016_206.png,0
016,patches\real\016_207.png,patches\mask\016_207.png,0
016,patches\real\016_208.png,patches\mask\016_208.png,0
016,patches\real\016_209.png,patches\mask\016_209.png,0
016,patches\real\016_210.png,patches\mask\016_210.png,0
016,patches\real\016_211.png,patches\mask\016_211.png,0
016,patches\real\016_212.png,patches\mask\016_212.png,0
016,patches\real\016_213.png,patches\mask\016_213.png,0
016,patches\real\016_214.png,patches\mask\016_214.png,0
016,patches\real\016_215.png,patches\mask\016_215.png,0
016,patches\real\016_216.png,patches\mask\016_216.png,0
016,patches\real\016_217.png,patches\mask\016_217.png,0
016,patches\real\016_218.png,patches\mask\016_218.png,0
016,patches\real\016_219.png,patches\mask\016_219.png,0
016,patches\real\016_220.png,patches\mask\016_220.png,0
016,patches\real\016_221.png,patches\mask\016_221.png,0
016,patches\real\016_222.png,patches\mask\016_222.png,0
016,patches\real\016_223.png,patches\mask\016_223.png,0
016,patches\real\016_224.png,patches\mask\016_224.png,0
016,patches\real\016_225.png,patches\mask\016_225.png,0
016,patches\real\016_226.png,patches\mask\016_226.png,0
016,patches\real\016_227.png,patches\mask\016_227.png,0
016,patches\real\016_228.png,patches\mask\016_228.png,0
016,patches\real\016_229.png,patches\mask\016_229.png,0
016,patches\real\016_230.png,patches\mask\016_230.png,0
016,patches\real\016_231.png,patches\mask\016_231.png,0
016,patches\real\016_232.png,patches\mask\016_232.png,0
016,patches\real\016_233.png,patches\mask\016_233.png,0
016,patches\real\016_234.png,patches\mask\016_234.png,0
016,patches\real\016_235.png,patches\mask\016_235.png,0
016,patches\real\016_236.png,patches\mask\016_236.png,0
016,patches\real\016_237.png,patches\mask\016_237.png,0
016,patches\real\016_238.png,patches\mask\016_238.png,0
016,patches\real\016_239.png,patches\mask\016_239.png,0
016,patches\real\016_240.png,patches\mask\016_240.png,0
016,patches\real\016_241.png,patches\mask\016_241.png,0
016,patches\real\016_242.png,patches\mask\016_242.png,0
016,patches\real\016_243.png,patches\mask\016_243.png,0
016,patches\real\016_244.png,patches\mask\016_244.png,0
016,patches\real\016_245.png,patches\mask\016_245.png,0
016,patches\real\016_246.png,patches\mask\016_246.png,0
016,patches\real\016_247.png,patches\mask\016_247.png,0
016,patches\real\016_248.png,patches\mask\016_248.png,0
016,patches\real\016_249.png,patches\mask\016_249.png,0
016,patches\real\016_250.png,patches\mask\016_250.png,0
016,patches\real\016_251.png,patches\mask\016_251.png,0
016,patches\real\016_252.png,patches\mask\016_252.png,0
016,patches\real\016_253.png,patches\mask\016_253.png,0
016,patches\real\016_254.png,patches\mask\016_254.png,0
016,patches\real\016_255.png,patches\mask\016_255.png,0
017,patches\real\017_000.png,patches\mask\017_000.png,0
017,patches\real\017_001.png,patches\mask\017_001.png,0
017,patches\real\017_002.png,patches\mask\017_002.png,0
017,patches\real\017_003.png,patches\mask\017_003.png,0
017,patches\real\017_004.png,patches\mask\017_004.png,0
017,patches\real\017_005.png,patches\mask\017_005.png,0
017,patches\real\017_006.png,patches\mask\017_006.png,0
017,patches\real\017_007.png,patches\mask\017_007.png,0
017,patches\real\017_008.png,patches\mask\017_008.png,0
017,patches\real\017_009.png,patches\mask\017_009.png,0
017,patches\real\017_010.png,patches\mask\017_010.png,0
017,patches\real\017_011.png,patches\mask\017_011.png,0
017,patches\real\017_012.png,patches\mask\017_012.png,0
017,patches\real\017_013.png,patches\mask\017_013.png,0
017,patches\real\017_014.png,patches\mask\017_014.png,0
017,patches\real\017_015.png,patches\mask\017_015.png,0
017,patches\real\017_016.png,patches\mask\017_016.png,0
017,patches\real\017_017.png,patches\mask\017_017.png,0
017,patches\real\017_018.png,patches\mask\017_018.png,0
017,patches\real\017_019.png,patches\mask\017_019.png,0
017,patches\real\017_020.png,patches\mask\017_020.png,0
017,patches\real\017_021.png,patches\mask\017_021.png,0
017,patches\real\017_022.png,patches\mask\017_022.png,0
017,patches\real\017_023.png,patches\mask\017_023.png,0
017,patches\real\017_024.png,patches\mask\017_024.png,1
017,patches\real\017_025.png,patches\mask\017_025.png,0
017,patches\real\017_026.png,patches\mask\017_026.png,0
017,patches\real\017_027.png,patches\mask\017_027.png,0
017,patches\real\017_028.png,patches\mask\017_028.png,0
017,patches\real\017_029.png,patches\mask\017_029.png,0
017,patches\real\017_030.png,patches\mask\017_030.png,0
017,patches\real\017_031.png,patches\mask\017_031.png,0
017,patches\real\017_032.png,patches\mask\017_032.png,0
017,patches\real\017_033.png,patches\mask\017_033.png,0
017,patches\real\017_034.png,patches\mask\017_034.png,0
017,patches\real\017_035.png,patches\mask\017_035.png,0
017,patches\real\017_036.png,patches\mask\017_036.png,0
017,patches\real\017_037.png,patches\mask\017_037.png,0
017,patches\real\017_038.png,patches\mask\017_038.png,0
017,patches\real\017_039.png,patches\mask\017_039.png,0
017,patches\real\017_040.png,patches\mask\017_040.png,1
017,patches\real\017_041.png,patches\mask\017_041.png,0
017,patches\real\017_042.png,patches\mask\017_042.png,0
017,patches\real\017_043.png,patches\mask\017_043.png,0
017,patches\real\017_044.png,patches\mask\017_044.png,0
017,patches\real\017_045.png,patches\mask\017_045.png,0
017,patches\real\017_046.png,patches\mask\017_046.png,0
017,patches\real\017_047.png,patches\mask\017_047.png,0
017,patches\real\017_048.png,patches\mask\017_048.png,0
017,patches\real\017_049.png,patches\mask\017_049.png,0
017,patches\real\017_050.png,patches\mask\017_050.png,0
017,patches\real\017_051.png,patches\mask\017_051.png,0
017,patches\real\017_052.png,patches\mask\017_052.png,0
017,patches\real\017_053.png,patches\mask\017_053.png,0
017,patches\real\017_054.png,patches\mask\017_054.png,0
017,patches\real\017_055.png,patches\mask\017_055.png,1
017,patches\real\017_056.png,patches\mask\017_056.png,1
017,patches\real\017_057.png,patches\mask\017_057.png,0
017,patches\real\017_058.png,patches\mask\017_058.png,0
017,patches\real\017_059.png,patches\mask\017_059.png,0
017,patches\real\017_060.png,patches\mask\017_060.png,0
017,patches\real\017_061.png,patches\mask\017_061.png,0
017,patches\real\017_062.png,patches\mask\017_062.png,0
017,patches\real\017_063.png,patches\mask\017_063.png,0
017,patches\real\017_064.png,patches\mask\017_064.png,0
017,patches\real\017_065.png,patches\mask\017_065.png,0
017,patches\real\017_066.png,patches\mask\017_066.png,0
017,patches\real\017_067.png,patches\mask\017_067.png,0
017,patches\real\017_068.png,patches\mask\017_068.png,0
017,patches\real\017_069.png,patches\mask\017_069.png,0
017,patches\real\017_070.png,patches\mask\017_070.png,0
017,patches\real\017_071.png,patches\mask\017_071.png,1
017,patches\real\017_072.png,patches\mask\017_072.png,1
017,patches\real\017_073.png,patches\mask\017_073.png,0
017,patches\real\017_074.png,patches\mask\017_074.png,0
017,patches\real\017_075.png,patches\mask\017_075.png,0
017,patches\real\017_076.png,patches\mask\017_076.png,0
017,patches\real\017_077.png,patches\mask\017_077.png,0
017,patches\real\017_078.png,patches\mask\017_078.png,0
017,patches\real\017_079.png,patches\mask\017_079.png,0
017,patches\real\017_080.png,patches\mask\017_080.png,0
017,patches\real\017_081.png,patches\mask\017_081.png,0
017,patches\real\017_082.png,patches\mask\017_082.png,0
017,patches\real\017_083.png,patches\mask\017_083.png,0
017,patches\real\017_084.png,patches\mask\017_084.png,0
017,patches\real\017_085.png,patches\mask\017_085.png,0
017,patches\real\017_086.png,patches\mask\017_086.png,1
017,patches\real\017_087.png,patches\mask\017_087.png,1
017,patches\real\017_088.png,patches\mask\017_088.png,1
017,patches\real\017_089.png,patches\mask\017_089.png,1
017,patches\real\017_090.png,patches\mask\017_090.png,0
017,patches\real\017_091.png,patches\mask\017_091.png,0
017,patches\real\017_092.png,patches\mask\017_092.png,0
017,patches\real\017_093.png,patches\mask\017_093.png,0
017,patches\real\017_094.png,patches\mask\017_094.png,0
017,patches\real\017_095.png,patches\mask\017_095.png,0
017,patches\real\017_096.png,patches\mask\017_096.png,0
017,patches\real\017_097.png,patches\mask\017_097.png,0
017,patches\real\017_098.png,patches\mask\017_098.png,0
017,patches\real\017_099.png,patches\mask\017_099.png,0
017,patches\real\017_100.png,patches\mask\017_100.png,1
017,patches\real\017_101.png,patches\mask\017_101.png,1
017,patches\real\017_102.png,patches\mask\017_102.png,1
017,patches\real\017_103.png,patches\mask\017_103.png,1
017,patches\real\017_104.png,patches\mask\017_104.png,1
017,patches\real\017_105.png,patches\mask\017_105.png,1
017,patches\real\017_106.png,patches\mask\017_106.png,0
017,patches\real\017_107.png,patches\mask\017_107.png,0
017,patches\real\017_108.png,patches\mask\017_108.png,0
017,patches\real\017_109.png,patches\mask\017_109.png,0
017,patches\real\017_110.png,patches\mask\017_110.png,0
017,patches\real\017_111.png,patches\mask\017_111.png,0
017,patches\real\017_112.png,patches\mask\017_112.png,0
017,patches\real\017_113.png,patches\mask\017_113.png,1
017,patches\real\017_114.png,patches\mask\017_114.png,1
017,patches\real\017_115.png,patches\mask\017_115.png,1
017,patches\real\017_116.png,patches\mask\017_116.png,1
017,patches\real\017_117.png,patches\mask\017_117.png,1
017,patches\real\017_118.png,patches\mask\017_118.png,1
017,patches\real\017_119.png,patches\mask\017_119.png,1
017,patches\real\017_120.png,patches\mask\017_120.png,1
017,patches\real\017_121.png,patches\mask\017_121.png,1
017,patches\real\017_122.png,patches\mask\017_122.png,0
017,patches\real\017_123.png,patches\mask\017_123.png,0
017,patches\real\017_124.png,patches\mask\017_124.png,0
017,patches\real\017_125.png,patches\mask\017_125.png,0
017,patches\real\017_126.png,patches\mask\017_126.png,0
017,patches\real\017_127.png,patches\mask\017_127.png,0
017,patches\real\017_128.png,patches\mask\017_128.png,1
017,patches\real\017_129.png,patches\mask\017_129.png,1
017,patches\real\017_130.png,patches\mask\017_130.png,1
017,patches\real\017_131.png,patches\mask\017_131.png,1
017,patches\real\017_132.png,patches\mask\017_132.png,1
017,patches\real\017_133.png,patches\mask\017_133.png,1
017,patches\real\017_134.png,patches\mask\017_134.png,1
017,patches\real\017_135.png,patches\mask\017_135.png,1
017,patches\real\017_136.png,patches\mask\017_136.png,1
017,patches\real\017_137.png,patches\mask\017_137.png,1
017,patches\real\017_138.png,patches\mask\017_138.png,0
017,patches\real\017_139.png,patches\mask\017_139.png,0
017,patches\real\017_140.png,patches\mask\017_140.png,0
017,patches\real\017_141.png,patches\mask\017_141.png,0
017,patches\real\017_142.png,patches\mask\017_142.png,0
017,patches\real\017_143.png,patches\mask\017_143.png,0
017,patches\real\017_144.png,patches\mask\017_144.png,1
017,patches\real\017_145.png,patches\mask\017_145.png,1
017,patches\real\017_146.png,patches\mask\017_146.png,1
017,patches\real\017_147.png,patches\mask\017_147.png,1
017,patches\real\017_148.png,patches\mask\017_148.png,1
017,patches\real\017_149.png,patches\mask\017_149.png,1
017,patches\real\017_150.png,patches\mask\017_150.png,1
017,patches\real\017_151.png,patches\mask\017_151.png,1
017,patches\real\017_152.png,patches\mask\017_152.png,1
017,patches\real\017_153.png,patches\mask\017_153.png,0
017,patches\real\017_154.png,patches\mask\017_154.png,0
017,patches\real\017_155.png,patches\mask\017_155.png,0
017,patches\real\017_156.png,patches\mask\017_156.png,0
017,patches\real\017_157.png,patches\mask\017_157.png,0
017,patches\real\017_158.png,patches\mask\017_158.png,0
017,patches\real\017_159.png,patches\mask\017_159.png,0
017,patches\real\017_160.png,patches\mask\017_160.png,1
017,patches\real\017_161.png,patches\mask\017_161.png,1
017,patches\real\017_162.png,patches\mask\017_162.png,1
017,patches\real\017_163.png,patches\mask\017_163.png,1
017,patches\real\017_164.png,patches\mask\017_164.png,1
017,patches\real\017_165.png,patches\mask\017_165.png,0
017,patches\real\017_166.png,patches\mask\017_166.png,0
017,patches\real\017_167.png,patches\mask\017_167.png,0
017,patches\real\017_168.png,patches\mask\017_168.png,0
017,patches\real\017_169.png,patches\mask\017_169.png,0
017,patches\real\017_170.png,patches\mask\017_170.png,0
017,patches\real\017_171.png,patches\mask\017_171.png,0
017,patches\real\017_172.png,patches\mask\017_172.png,0
017,patches\real\017_173.png,patches\mask\017_173.png,0
017,patches\real\017_174.png,patches\mask\017_174.png,0
017,patches\real\017_175.png,patches\mask\017_175.png,0
017,patches\real\017_176.png,patches\mask\017_176.png,1
017,patches\real\017_177.png,patches\mask\017_177.png,1
017,patches\real\017_178.png,patches\mask\017_178.png,1
017,patches\real\017_179.png,patches\mask\017_179.png,0
017,patches\real\017_180.png,patches\mask\017_180.png,0
017,patches\real\017_181.png,patches\mask\017_181.png,0
017,patches\real\017_182.png,patches\mask\017_182.png,0
017,patches\real\017_183.png,patches\mask\017_183.png,0
017,patches\real\017_184.png,patches\mask\017_184.png,0
017,patches\real\017_185.png,patches\mask\017_185.png,0
017,patches\real\017_186.png,patches\mask\017_186.png,0
017,patches\real\017_187.png,patches\mask\017_187.png,0
017,patches\real\017_188.png,patches\mask\017_188.png,0
017,patches\real\017_189.png,patches\mask\017_189.png,0
017,patches\real\017_190.png,patches\mask\017_190.png,0
017,patches\real\017_191.png,patches\mask\017_191.png,0
017,patches\real\017_192.png,patches\mask\017_192.png,0
017,patches\real\017_193.png,patches\mask\017_193.png,0
017,patches\real\017_194.png,patches\mask\017_194.png,0
017,patches\real\017_195.png,patches\mask\017_195.png,0
017,patches\real\017_196.png,patches\mask\017_196.png,0
017,patches\real\017_197.png,patches\mask\017_197.png,0
017,patches\real\017_198.png,patches\mask\017_198.png,0
017,patches\real\017_199.png,patches\mask\017_199.png,0
017,patches\real\017_200.png,patches\mask\017_200.png,0
017,patches\real\017_201.png,patches\mask\017_201.png,0
017,patches\real\017_202.png,patches\mask\017_202.png,0
017,patches\real\017_203.png,patches\mask\017_203.png,0
017,patches\real\017_204.png,patches\mask\017_204.png,0
017,patches\real\017_205.png,patches\mask\017_205.png,0
017,patches\real\017_206.png,patches\mask\017_206.png,0
017,patches\real\017_207.png,patches\mask\017_207.png,0
017,patches\real\017_208.png,patches\mask\017_208.png,0
017,patches\real\017_209.png,patches\mask\017_209.png,0
017,patches\real\017_210.png,patches\mask\017_210.png,0
017,patches\real\017_211.png,patches\mask\017_211.png,0
017,patches\real\017_212.png,patches\mask\017_212.png,0
017,patches\real\017_213.png,patches\mask\017_213.png,0
017,patches\real\017_214.png,patches\mask\017_214.png,0
017,patches\real\017_215.png,patches\mask\017_215.png,0
017,patches\real\017_216.png,patches\mask\017_216.png,0
017,patches\real\017_217.png,patches\mask\017_217.png,0
017,patches\real\017_218.png,patches\mask\017_218.png,0
017,patches\real\017_219.png,patches\mask\017_219.png,0
017,patches\real\017_220.png,patches\mask\017_220.png,0
017,patches\real\017_221.png,patches\mask\017_221.png,0
017,patches\real\017_222.png,patches\mask\017_222.png,0
017,patches\real\017_223.png,patches\mask\017_223.png,0
017,patches\real\017_224.png,patches\mask\017_224.png,0
017,patches\real\017_225.png,patches\mask\017_225.png,0
017,patches\real\017_226.png,patches\mask\017_226.png,0
017,patches\real\017_227.png,patches\mask\017_227.png,0
